Red Corner,Blue Corner,Weight Class,Title Fight,Result,Round,Time,Method,Red Corner Bonus Award,Blue Corner Bonus Award,Red Corner Country,Blue Corner Country,Red Corner Odds,Blue Corner Odds
PANNIE KIANZAD,RAQUEL PENNINGTON,WOMEN'S BANTAMWEIGHT,NO TITLE,WINNER: RAQUEL PENNINGTON,3,5:00,DECISION - UNANIMOUS,-,-,SWEDEN,UNITED STATES,+115,-135
RONG ZHU,BRANDON JENKINS,LIGHTWEIGHT,NO TITLE,WINNER: RONG ZHU,3,4:35,KO/TKO,-,-,CHINA,UNITED STATES,-240,+195
MONTEL JACKSON,JP BUYS,BANTAMWEIGHT,NO TITLE,WINNER: MONTEL JACKSON,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,SOUTH AFRICA,-630,+450
ERIN BLANCHFIELD,SARAH ALPAR,WOMEN'S FLYWEIGHT,NO TITLE,WINNER: ERIN BLANCHFIELD,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,-,-400,+300
IMPA KASANGANAY,CARLSTON HARRIS,WELTERWEIGHT,NO TITLE,WINNER: CARLSTON HARRIS,1,2:38,KO/TKO,-,-,-,GUYANA,-115,-105
GUSTAVO LOPEZ,ALATENGHEILI,BANTAMWEIGHT,NO TITLE,DRAW,3,5:00,DECISION - UNANIMOUS,-,-,-,CHINA,+105,-125
EMILY WHITMIRE,HANNAH GOLDY,WOMEN'S FLYWEIGHT,NO TITLE,WINNER: HANNAH GOLDY,1,4:17,SUBMISSION,-,-,UNITED STATES,UNITED STATES,-125,+105
ALEXANDER VOLKANOVSKI,BRIAN ORTEGA,FEATHERWEIGHT,TITLE,WINNER: ALEXANDER VOLKANOVSKI,5,5:00,DECISION - UNANIMOUS,FIGHT OF THE NIGHT,FIGHT OF THE NIGHT,AUSTRALIA,UNITED STATES,-170,+150
VALENTINA SHEVCHENKO,LAUREN MURPHY,WOMEN'S FLYWEIGHT,TITLE,WINNER: VALENTINA SHEVCHENKO,4,4:00,KO/TKO,-,-,KYRGYZSTAN,UNITED STATES,-1250,+750
NICK DIAZ,ROBBIE LAWLER,MIDDLEWEIGHT,NO TITLE,WINNER: ROBBIE LAWLER,3,0:44,KO/TKO,-,-,-,UNITED STATES,+140,-160
CURTIS BLAYDES,JAIRZINHO ROZENSTRUIK,HEAVYWEIGHT,NO TITLE,WINNER: CURTIS BLAYDES,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,SURINAME,-210,+245
JESSICA ANDRADE,CYNTHIA CALVILLO,WOMEN'S FLYWEIGHT,NO TITLE,WINNER: JESSICA ANDRADE,1,4:54,KO/TKO,-,-,BRAZIL,UNITED STATES,-280,+225
MARLON MORAES,MERAB DVALISHVILI,BANTAMWEIGHT,NO TITLE,WINNER: MERAB DVALISHVILI,2,4:25,KO/TKO,-,-,BRAZIL,GEORGIA,+210,-260
DAN HOOKER,NASRAT HAQPARAST,LIGHTWEIGHT,NO TITLE,WINNER: DAN HOOKER,3,5:00,DECISION - UNANIMOUS,-,-,NEW ZEALAND,MOROCCO,-180,+155
SHAMIL ABDURAKHIMOV,CHRIS DAUKAUS,HEAVYWEIGHT,NO TITLE,WINNER: CHRIS DAUKAUS,2,1:23,KO/TKO,-,-,RUSSIA,UNITED STATES,+155,-180
ROXANNE MODAFFERI,TAILA SANTOS,WOMEN'S FLYWEIGHT,NO TITLE,WINNER: TAILA SANTOS,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,BRAZIL,+310,-410
UROŠ MEDIĆ,JALIN TURNER,LIGHTWEIGHT,NO TITLE,WINNER: JALIN TURNER,1,4:01,SUBMISSION,-,-,SERBIA,UNITED STATES,-120,+100
CODY BRUNDAGE,NICK MAXIMOV,MIDDLEWEIGHT,NO TITLE,WINNER: NICK MAXIMOV,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,UNITED STATES,-115,-105
MATTHEW SEMELSBERGER,MARTIN SANO,WELTERWEIGHT,NO TITLE,WINNER: MATTHEW SEMELSBERGER,1,0:15,KO/TKO,-,-,UNITED STATES,-,-475,+350
JONATHAN PEARCE,OMAR MORALES,FEATHERWEIGHT,NO TITLE,WINNER: JONATHAN PEARCE,2,3:31,SUBMISSION,-,-,UNITED STATES,VENEZUELA,+130,-150
THIAGO SANTOS,JOHNNY WALKER,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: THIAGO SANTOS,5,5:00,DECISION - UNANIMOUS,-,-,BRAZIL,BRAZIL,-155,+135
KEVIN HOLLAND,KYLE DAUKAUS,MIDDLEWEIGHT,NO TITLE,DRAW,1,3:43,OTHER,-,-,UNITED STATES,UNITED STATES,-165,+145
ALEX OLIVEIRA,NIKO PRICE,WELTERWEIGHT,NO TITLE,WINNER: NIKO PRICE,3,5:00,DECISION - UNANIMOUS,-,-,BRAZIL,UNITED STATES,+150,-170
MISHA CIRKUNOV,KRZYSZTOF JOTKO,MIDDLEWEIGHT,NO TITLE,WINNER: KRZYSZTOF JOTKO,3,5:00,DECISION - SPLIT,-,-,CANADA,POLAND,+125,-145
ALEXANDER HERNANDEZ,MIKE BREEDEN,LIGHTWEIGHT,NO TITLE,WINNER: ALEXANDER HERNANDEZ,1,1:20,KO/TKO,-,-,UNITED STATES,UNITED STATES,-550,+400
JOE SOLECKI,JARED GORDON,LIGHTWEIGHT,NO TITLE,WINNER: JARED GORDON,3,5:00,DECISION - SPLIT,-,-,UNITED STATES,UNITED STATES,-135,+115
ANTONINA SHEVCHENKO,CASEY O'NEILL,WOMEN'S FLYWEIGHT,NO TITLE,WINNER: CASEY O'NEILL,2,4:47,KO/TKO,-,-,KYRGYZSTAN,AUSTRALIA,+185,-225
BETHE CORREIA,KAROL ROSA,WOMEN'S BANTAMWEIGHT,NO TITLE,WINNER: KAROL ROSA,3,5:00,DECISION - UNANIMOUS,-,-,BRAZIL,BRAZIL,+425,-590
DEVONTE SMITH,JAMIE MULLARKEY,LIGHTWEIGHT,NO TITLE,WINNER: JAMIE MULLARKEY,2,2:51,KO/TKO,-,-,-,AUSTRALIA,-150,+130
DOUGLAS SILVA DE ANDRADE,GAETANO PIRRELLO,BANTAMWEIGHT,NO TITLE,WINNER: DOUGLAS SILVA DE ANDRADE,1,2:04,KO/TKO,-,-,BRAZIL,-,-265,+215
STEPHANIE EGGER,SHANNA YOUNG,WOMEN'S BANTAMWEIGHT,NO TITLE,WINNER: STEPHANIE EGGER,2,2:22,KO/TKO,-,-,SWITZERLAND,UNITED STATES,-140,+120
ALEJANDRO PÉREZ,JOHNNY EDUARDO,BANTAMWEIGHT,NO TITLE,WINNER: ALEJANDRO PÉREZ,2,4:13,SUBMISSION,-,-,MEXICO,BRAZIL,-235,+190
MACKENZIE DERN,MARINA RODRIGUEZ,WOMEN'S STRAWWEIGHT,NO TITLE,WINNER: MARINA RODRIGUEZ,5,5:00,DECISION - UNANIMOUS,FIGHT OF THE NIGHT,FIGHT OF THE NIGHT,BRAZIL,BRAZIL,-150,+130
RANDY BROWN,JARED GOODEN,WELTERWEIGHT,NO TITLE,WINNER: RANDY BROWN,3,5:00,DECISION - UNANIMOUS,-,-,JAMAICA,UNITED STATES,-265,+215
TIM ELLIOTT,MATHEUS NICOLAU,FLYWEIGHT,NO TITLE,WINNER: MATHEUS NICOLAU,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,BRAZIL,+150,-170
SABINA MAZO,MARIYA AGAPOVA,WOMEN'S FLYWEIGHT,NO TITLE,WINNER: MARIYA AGAPOVA,3,0:53,SUBMISSION,-,-,COLOMBIA,KAZAKHSTAN,-155,+135
CHRIS GUTIERREZ,FELIPE COLARES,BANTAMWEIGHT,NO TITLE,WINNER: CHRIS GUTIERREZ,3,5:00,DECISION - SPLIT,-,-,UNITED STATES,BRAZIL,-265,+215
ALEXANDR ROMANOV,JARED VANDERAA,HEAVYWEIGHT,NO TITLE,WINNER: ALEXANDR ROMANOV,2,4:43,KO/TKO,-,-,MOLDOVA,UNITED STATES,-400,+300
CHARLES ROSA,DAMON JACKSON,FEATHERWEIGHT,NO TITLE,WINNER: DAMON JACKSON,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,UNITED STATES,+145,-165
LOOPY GODINEZ,SILVANA GOMEZ JUAREZ,WOMEN'S STRAWWEIGHT,NO TITLE,WINNER: LOOPY GODINEZ,1,4:14,SUBMISSION,-,-,MEXICO,ARGENTINA,-210,+175
STEVE GARCIA,CHARLIE ONTIVEROS,LIGHTWEIGHT,NO TITLE,WINNER: STEVE GARCIA,2,1:51,KO/TKO,-,-,UNITED STATES,UNITED STATES,-310,+245
ASPEN LADD,NORMA DUMONT,WOMEN'S FEATHERWEIGHT,NO TITLE,WINNER: NORMA DUMONT,5,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,BRAZIL,-150,+130
ANDREI ARLOVSKI,CARLOS FELIPE,HEAVYWEIGHT,NO TITLE,WINNER: ANDREI ARLOVSKI,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,-,-115,-105
JIM MILLER,ERICK GONZALEZ,LIGHTWEIGHT,NO TITLE,WINNER: JIM MILLER,2,0:14,KO/TKO,-,-,UNITED STATES,UNITED STATES,-190,+160
MANON FIOROT,MAYRA BUENO SILVA,WOMEN'S FLYWEIGHT,NO TITLE,WINNER: MANON FIOROT,3,5:00,DECISION - UNANIMOUS,-,-,FRANCE,BRAZIL,-220,+180
NATE LANDWEHR,LUDOVIT KLEIN,FEATHERWEIGHT,NO TITLE,WINNER: NATE LANDWEHR,3,2:22,SUBMISSION,-,-,UNITED STATES,SLOVAKIA,+245,-310
ANDREW SANCHEZ,BRUNO SILVA,MIDDLEWEIGHT,NO TITLE,WINNER: BRUNO SILVA,3,2:35,KO/TKO,-,-,-,BRAZIL,+120,-140
DANNY ROBERTS,RAMAZAN EMEEV,WELTERWEIGHT,NO TITLE,WINNER: DANNY ROBERTS,3,5:00,DECISION - SPLIT,-,-,UNITED KINGDOM,RUSSIA,+195,-240
LOOPY GODINEZ,LUANA CAROLINA,WOMEN'S FLYWEIGHT,NO TITLE,WINNER: LUANA CAROLINA,3,5:00,DECISION - UNANIMOUS,-,-,MEXICO,BRAZIL,-235,+190
BATGEREL DANAA,BRANDON DAVIS,BANTAMWEIGHT,NO TITLE,WINNER: BATGEREL DANAA,1,2:01,KO/TKO,-,-,MONGOLIA,UNITED STATES,-195,+165
ISTELA NUNES,ARIANE CARNELOSSI,WOMEN'S STRAWWEIGHT,NO TITLE,WINNER: ARIANE CARNELOSSI,3,2:57,SUBMISSION,-,-,BRAZIL,-,+145,-165
PAULO COSTA,MARVIN VETTORI,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: MARVIN VETTORI,5,5:00,DECISION - UNANIMOUS,-,-,BRAZIL,ITALY,+120,-140
GRANT DAWSON,RICKY GLENN,LIGHTWEIGHT,NO TITLE,DRAW,3,5:00,DECISION - MAJORITY,-,-,UNITED STATES,UNITED STATES,-300,+235
JESSICA-ROSE CLARK,JOSELYNE EDWARDS,WOMEN'S BANTAMWEIGHT,NO TITLE,WINNER: JESSICA-ROSE CLARK,3,5:00,DECISION - UNANIMOUS,-,-,AUSTRALIA,PANAMA,-130,+110
ALEX CACERES,SEUNGWOO CHOI,FEATHERWEIGHT,NO TITLE,WINNER: ALEX CACERES,2,3:31,SUBMISSION,-,-,UNITED STATES,SOUTH KOREA,+225,-280
FRANCISCO TRINALDO,DWIGHT GRANT,WELTERWEIGHT,NO TITLE,WINNER: FRANCISCO TRINALDO,3,5:00,DECISION - SPLIT,-,-,BRAZIL,UNITED STATES,-115,-105
NICOLAE NEGUMEREANU,IKE VILLANUEVA,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: NICOLAE NEGUMEREANU,1,1:18,KO/TKO,-,-,ROMANIA,UNITED STATES,-220,+180
JUNYONG PARK,GREGORY RODRIGUES,MIDDLEWEIGHT,NO TITLE,WINNER: GREGORY RODRIGUES,2,3:13,KO/TKO,FIGHT OF THE NIGHT,FIGHT OF THE NIGHT,SOUTH KOREA,BRAZIL,-120,+100
MASON JONES,DAVID ONAMA,LIGHTWEIGHT,NO TITLE,WINNER: MASON JONES,3,5:00,DECISION - UNANIMOUS,-,-,-,UGANDA,-410,+310
TABATHA RICCI,MARIA OLIVEIRA,WOMEN'S STRAWWEIGHT,NO TITLE,WINNER: TABATHA RICCI,3,5:00,DECISION - UNANIMOUS,-,-,BRAZIL,BRAZIL,-210,+175
JAMIE PICKETT,LAUREANO STAROPOLI,MIDDLEWEIGHT,NO TITLE,WINNER: JAMIE PICKETT,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,ARGENTINA,-,-
KHAMA WORTHY,JAI HERBERT,LIGHTWEIGHT,NO TITLE,WINNER: JAI HERBERT,1,2:47,KO/TKO,-,-,UNITED STATES,UNITED KINGDOM,+150,-170
JEFFREY MOLINA,DANIEL LACERDA,FLYWEIGHT,NO TITLE,WINNER: JEFFREY MOLINA,2,0:46,KO/TKO,-,-,UNITED STATES,BRAZIL,-150,+130
LIVINHA SOUZA,RANDA MARKOS,WOMEN'S STRAWWEIGHT,NO TITLE,WINNER: RANDA MARKOS,3,5:00,DECISION - UNANIMOUS,-,-,-,CANADA,-135,+115
JONATHAN MARTINEZ,ZVIAD LAZISHVILI,BANTAMWEIGHT,NO TITLE,WINNER: JONATHAN MARTINEZ,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,-,-110,-110
JAN BŁACHOWICZ,GLOVER TEIXEIRA,LIGHT HEAVYWEIGHT,TITLE,WINNER: GLOVER TEIXEIRA,2,3:02,SUBMISSION,-,-,POLAND,BRAZIL,-300,+235
PETR YAN,CORY SANDHAGEN,BANTAMWEIGHT,INTERIM TITLE,WINNER: PETR YAN,5,5:00,DECISION - UNANIMOUS,FIGHT OF THE NIGHT,FIGHT OF THE NIGHT,RUSSIA,UNITED STATES,-235,+190
ISLAM MAKHACHEV,DAN HOOKER,LIGHTWEIGHT,NO TITLE,WINNER: ISLAM MAKHACHEV,1,2:25,SUBMISSION,-,-,RUSSIA,NEW ZEALAND,-650,+460
ALEXANDER VOLKOV,MARCIN TYBURA,HEAVYWEIGHT,NO TITLE,WINNER: ALEXANDER VOLKOV,3,5:00,DECISION - UNANIMOUS,-,-,RUSSIA,POLAND,-290,+230
LI JINGLIANG,KHAMZAT CHIMAEV,WELTERWEIGHT,NO TITLE,WINNER: KHAMZAT CHIMAEV,1,3:16,SUBMISSION,-,-,CHINA,UNITED ARAB EMIRATES,+425,-590
MAGOMED ANKALAEV,VOLKAN OEZDEMIR,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: MAGOMED ANKALAEV,3,5:00,DECISION - UNANIMOUS,-,-,RUSSIA,SWITZERLAND,-310,+245
AMANDA RIBAS,VIRNA JANDIROBA,WOMEN'S STRAWWEIGHT,NO TITLE,WINNER: AMANDA RIBAS,3,5:00,DECISION - UNANIMOUS,-,-,BRAZIL,BRAZIL,-160,+140
RICARDO RAMOS,ZUBAIRA TUKHUGOV,FEATHERWEIGHT,NO TITLE,WINNER: ZUBAIRA TUKHUGOV,3,5:00,DECISION - UNANIMOUS,-,-,BRAZIL,RUSSIA,+150,-170
ALBERT DURAEV,ROMAN KOPYLOV,MIDDLEWEIGHT,NO TITLE,WINNER: ALBERT DURAEV,3,5:00,DECISION - UNANIMOUS,-,-,RUSSIA,RUSSIA,-335,+260
ELIZEU ZALESKI DOS SANTOS,BENOÎT SAINT-DENIS,WELTERWEIGHT,NO TITLE,WINNER: ELIZEU ZALESKI DOS SANTOS,3,5:00,DECISION - UNANIMOUS,-,-,BRAZIL,FRANCE,-,-
SHAMIL GAMZATOV,MICHAL OLEKSIEJCZUK,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: MICHAL OLEKSIEJCZUK,1,3:31,KO/TKO,-,-,-,POLAND,-145,+125
MAKWAN AMIRKHANI,LERONE MURPHY,FEATHERWEIGHT,NO TITLE,WINNER: LERONE MURPHY,2,0:14,KO/TKO,-,-,FINLAND,UNITED KINGDOM,+245,-310
HU YAOZONG,ANDRE PETROSKI,MIDDLEWEIGHT,NO TITLE,WINNER: ANDRE PETROSKI,3,4:46,SUBMISSION,-,-,-,UNITED STATES,+190,-235
TAGIR ULANBEKOV,ALLAN NASCIMENTO,FLYWEIGHT,NO TITLE,WINNER: TAGIR ULANBEKOV,3,5:00,DECISION - SPLIT,-,-,RUSSIA,BRAZIL,-365,+280
KAMARU USMAN,COLBY COVINGTON,WELTERWEIGHT,TITLE,WINNER: KAMARU USMAN,5,5:00,DECISION - UNANIMOUS,-,-,NIGERIA,UNITED STATES,-320,+250
ROSE NAMAJUNAS,ZHANG WEILI,WOMEN'S STRAWWEIGHT,TITLE,WINNER: ROSE NAMAJUNAS,5,5:00,DECISION - SPLIT,-,-,UNITED STATES,CHINA,+105,-125
FRANKIE EDGAR,MARLON VERA,BANTAMWEIGHT,NO TITLE,WINNER: MARLON VERA,3,3:50,KO/TKO,-,-,UNITED STATES,ECUADOR,+140,-160
SHANE BURGOS,BILLY QUARANTILLO,FEATHERWEIGHT,NO TITLE,WINNER: SHANE BURGOS,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,UNITED STATES,-200,+170
JUSTIN GAETHJE,MICHAEL CHANDLER,LIGHTWEIGHT,NO TITLE,WINNER: JUSTIN GAETHJE,3,5:00,DECISION - UNANIMOUS,FIGHT OF THE NIGHT,FIGHT OF THE NIGHT,UNITED STATES,UNITED STATES,-210,+175
ALEX PEREIRA,ANDREAS MICHAILIDIS,MIDDLEWEIGHT,NO TITLE,WINNER: ALEX PEREIRA,2,0:18,KO/TKO,-,-,BRAZIL,GREECE,-250,+200
AL IAQUINTA,BOBBY GREEN,LIGHTWEIGHT,NO TITLE,WINNER: BOBBY GREEN,1,2:25,KO/TKO,-,-,-,UNITED STATES,+155,-180
PHIL HAWES,CHRIS CURTIS,MIDDLEWEIGHT,NO TITLE,WINNER: CHRIS CURTIS,1,4:27,KO/TKO,-,-,-,UNITED STATES,-310,+245
EDMEN SHAHBAZYAN,NASSOURDINE IMAVOV,MIDDLEWEIGHT,NO TITLE,WINNER: NASSOURDINE IMAVOV,2,4:52,KO/TKO,-,-,UNITED STATES,FRANCE,+105,-125
IAN MACHADO GARRY,JORDAN WILLIAMS,WELTERWEIGHT,NO TITLE,WINNER: IAN MACHADO GARRY,1,4:59,KO/TKO,-,-,IRELAND,-,-400,+300
GIAN VILLANTE,CHRIS BARNETT,HEAVYWEIGHT,NO TITLE,WINNER: CHRIS BARNETT,2,2:23,KO/TKO,-,-,UNITED STATES,SPAIN,-130,+110
DUSTIN JACOBY,JOHN ALLAN,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: DUSTIN JACOBY,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,-,-380,+290
MELSIK BAGHDASARYAN,BRUNO SOUZA,FEATHERWEIGHT,NO TITLE,WINNER: MELSIK BAGHDASARYAN,3,5:00,DECISION - UNANIMOUS,-,-,ARMENIA,BRAZIL,-350,+270
CJ VERGARA,ODE' OSBOURNE,FLYWEIGHT,NO TITLE,WINNER: ODE' OSBOURNE,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,JAMAICA,+160,-190
MAX HOLLOWAY,YAIR RODRIGUEZ,FEATHERWEIGHT,NO TITLE,WINNER: MAX HOLLOWAY,5,5:00,DECISION - UNANIMOUS,FIGHT OF THE NIGHT,FIGHT OF THE NIGHT,UNITED STATES,MEXICO,-720,+500
BEN ROTHWELL,MARCOS ROGERIO DE LIMA,HEAVYWEIGHT,NO TITLE,WINNER: MARCOS ROGERIO DE LIMA,1,0:32,KO/TKO,-,-,-,BRAZIL,-155,+135
FELICIA SPENCER,LEAH LETSON,WOMEN'S FEATHERWEIGHT,NO TITLE,WINNER: FELICIA SPENCER,3,4:25,KO/TKO,-,-,-,-,-310,+245
MIGUEL BAEZA,KHAOS WILLIAMS,WELTERWEIGHT,NO TITLE,WINNER: KHAOS WILLIAMS,3,1:02,KO/TKO,-,-,UNITED STATES,UNITED STATES,-145,+125
SONG YADONG,JULIO ARCE,BANTAMWEIGHT,NO TITLE,WINNER: SONG YADONG,2,1:35,KO/TKO,-,-,CHINA,UNITED STATES,-130,+110
THIAGO MOISES,JOEL ÁLVAREZ,LIGHTWEIGHT,NO TITLE,WINNER: JOEL ÁLVAREZ,1,3:01,KO/TKO,-,-,BRAZIL,SPAIN,-240,+195
CYNTHIA CALVILLO,ANDREA LEE,WOMEN'S FLYWEIGHT,NO TITLE,WINNER: ANDREA LEE,2,5:00,KO/TKO,-,-,UNITED STATES,UNITED STATES,-130,+110
SEAN WOODSON,COLLIN ANGLIN,FEATHERWEIGHT,NO TITLE,WINNER: SEAN WOODSON,1,4:30,KO/TKO,-,-,UNITED STATES,-,-335,+260
CORTNEY CASEY,LIANA JOJUA,WOMEN'S FLYWEIGHT,NO TITLE,WINNER: CORTNEY CASEY,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,-,-240,+195
MARC DIAKIESE,RAFAEL ALVES,LIGHTWEIGHT,NO TITLE,WINNER: RAFAEL ALVES,1,1:48,SUBMISSION,-,-,UNITED KINGDOM,BRAZIL,-190,+160
KENNEDY NZECHUKWU,DA WOON JUNG,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: DA WOON JUNG,1,3:04,KO/TKO,-,-,NIGERIA,SOUTH KOREA,+100,-120
KETLEN VIEIRA,MIESHA TATE,WOMEN'S BANTAMWEIGHT,NO TITLE,WINNER: KETLEN VIEIRA,5,5:00,DECISION - UNANIMOUS,-,-,BRAZIL,UNITED STATES,-110,-110
MICHAEL CHIESA,SEAN BRADY,WELTERWEIGHT,NO TITLE,WINNER: SEAN BRADY,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,-,+145,-165
JOANNE WOOD,TAILA SANTOS,WOMEN'S FLYWEIGHT,NO TITLE,WINNER: TAILA SANTOS,1,4:49,SUBMISSION,-,-,SCOTLAND,BRAZIL,+310,-410
RANI YAHYA,KYUNG HO KANG,BANTAMWEIGHT,NO TITLE,WINNER: RANI YAHYA,3,5:00,DECISION - UNANIMOUS,-,-,BRAZIL,SOUTH KOREA,-105,-115
DAVEY GRANT,ADRIAN YANEZ,BANTAMWEIGHT,NO TITLE,WINNER: ADRIAN YANEZ,3,5:00,DECISION - SPLIT,FIGHT OF THE NIGHT,FIGHT OF THE NIGHT,UNITED KINGDOM,UNITED STATES,+225,-280
PAT SABATINI,TUCKER LUTZ,FEATHERWEIGHT,NO TITLE,WINNER: PAT SABATINI,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,UNITED STATES,-105,-115
RAFA GARCIA,NATAN LEVY,LIGHTWEIGHT,NO TITLE,WINNER: RAFA GARCIA,3,5:00,DECISION - UNANIMOUS,-,-,MEXICO,ISRAEL,-105,-115
LOMA LOOKBOONMEE,LOOPY GODINEZ,WOMEN'S STRAWWEIGHT,NO TITLE,WINNER: LOOPY GODINEZ,3,5:00,DECISION - UNANIMOUS,-,-,THAILAND,MEXICO,+135,-155
CODY DURDEN,AORIQILENG,FLYWEIGHT,NO TITLE,WINNER: CODY DURDEN,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,CHINA,-160,+140
SHAYILAN NUERDANBIEKE,SEAN SORIANO,FEATHERWEIGHT,NO TITLE,WINNER: SHAYILAN NUERDANBIEKE,3,5:00,DECISION - UNANIMOUS,-,-,CHINA,-,+225,-280
LUANA PINHEIRO,SAM HUGHES,WOMEN'S STRAWWEIGHT,NO TITLE,WINNER: LUANA PINHEIRO,3,5:00,DECISION - UNANIMOUS,-,-,BRAZIL,UNITED STATES,-400,+300
ROB FONT,JOSÉ ALDO,BANTAMWEIGHT,NO TITLE,WINNER: JOSÉ ALDO,5,5:00,DECISION - UNANIMOUS,-,-,PUERTO RICO,BRAZIL,-140,+120
BRAD RIDDELL,RAFAEL FIZIEV,LIGHTWEIGHT,NO TITLE,WINNER: RAFAEL FIZIEV,3,2:20,KO/TKO,-,-,NEW ZEALAND,AZERBAIJAN,+105,-125
JIMMY CRUTE,JAMAHAL HILL,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: JAMAHAL HILL,1,0:48,KO/TKO,-,-,AUSTRALIA,UNITED STATES,-170,+150
CLAY GUIDA,LEONARDO SANTOS,LIGHTWEIGHT,NO TITLE,WINNER: CLAY GUIDA,2,1:21,SUBMISSION,-,-,UNITED STATES,BRAZIL,+145,-165
BRENDAN ALLEN,CHRIS CURTIS,MIDDLEWEIGHT,NO TITLE,WINNER: CHRIS CURTIS,2,1:58,KO/TKO,-,-,UNITED STATES,UNITED STATES,-365,+280
ALEX MORONO,MICKEY GALL,WELTERWEIGHT,NO TITLE,WINNER: ALEX MORONO,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,UNITED STATES,-235,+190
MAKI PITOLO,DUŠKO TODOROVIĆ,MIDDLEWEIGHT,NO TITLE,WINNER: DUŠKO TODOROVIĆ,1,4:34,KO/TKO,-,-,UNITED STATES,SERBIA,+135,-155
MANEL KAPE,ZHALGAS ZHUMAGULOV,FLYWEIGHT,NO TITLE,WINNER: MANEL KAPE,1,4:02,KO/TKO,-,-,PORTUGAL,KAZAKHSTAN,-290,+230
BRYAN BARBERENA,DARIAN WEEKS,WELTERWEIGHT,NO TITLE,WINNER: BRYAN BARBERENA,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,UNITED STATES,-130,+110
CHEYANNE VLISMAS,MALLORY MARTIN,WOMEN'S STRAWWEIGHT,NO TITLE,WINNER: CHEYANNE VLISMAS,3,5:00,DECISION - UNANIMOUS,FIGHT OF THE NIGHT,FIGHT OF THE NIGHT,UNITED STATES,UNITED STATES,-190,+160
ALONZO MENIFIELD,WILLIAM KNIGHT,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: WILLIAM KNIGHT,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,UNITED STATES,-155,+135
CLAUDIO PUELLES,CHRIS GRUETZEMACHER,LIGHTWEIGHT,NO TITLE,WINNER: CLAUDIO PUELLES,3,3:25,SUBMISSION,-,-,PERU,UNITED STATES,-115,-105
LOUIS SMOLKA,VINCE MORALES,BANTAMWEIGHT,NO TITLE,WINNER: VINCE MORALES,1,2:02,KO/TKO,-,-,UNITED STATES,UNITED STATES,-145,+125
CHARLES OLIVEIRA,DUSTIN POIRIER,LIGHTWEIGHT,TITLE,WINNER: CHARLES OLIVEIRA,3,1:02,SUBMISSION,-,-,BRAZIL,UNITED STATES,+115,-135
AMANDA NUNES,JULIANNA PEÑA,WOMEN'S BANTAMWEIGHT,TITLE,WINNER: JULIANNA PEÑA,2,3:26,SUBMISSION,-,-,BRAZIL,UNITED STATES,-1000,+650
GEOFF NEAL,SANTIAGO PONZINIBBIO,WELTERWEIGHT,NO TITLE,WINNER: GEOFF NEAL,3,5:00,DECISION - SPLIT,-,-,UNITED STATES,ARGENTINA,-110,-110
KAI KARA-FRANCE,CODY GARBRANDT,FLYWEIGHT,NO TITLE,WINNER: KAI KARA-FRANCE,1,3:21,KO/TKO,-,-,NEW ZEALAND,UNITED STATES,+110,-130
RAULIAN PAIVA,SEAN O'MALLEY,BANTAMWEIGHT,NO TITLE,WINNER: SEAN O'MALLEY,1,4:42,KO/TKO,-,-,BRAZIL,UNITED STATES,+270,-350
JOSH EMMETT,DAN IGE,FEATHERWEIGHT,NO TITLE,WINNER: JOSH EMMETT,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,UNITED STATES,-145,+125
